dataset_name,classifier_name,accuracy
har:2->11,Raincoat,0.8947368421
ultrasoundMuscleContraction:subject3->subject5,CoTMix,0.502
har:12->16,InceptionCDAN,0.7272727273
mfd:1->3,Raincoat,0.9766925638
ptbXLecg:1->3,VRADA,0.5454545455
cwrBearing:2->0,Raincoat,0.9413958444
sportsActivities:p7->p3,VRADA,0.298245614
hhar:a->i,Inception,0.5446960667
sleepStage:12->5,OTDA,0.4340277778
cwrBearing:3->0,VRADA,0.4981353223
ptbXLecg:2->1,InceptionRain,0.6828478964
mfd:0->3,CoTMix,0.5704772475000001
sleepStage:7->18,InceptionCDAN,0.8074204947
miniTimeMatch:FR1->AT1,InceptionRain,0.9530492030000001
miniTimeMatch:FR2->DK1,InceptionDANN,0.8066528067000001
cwrBearing:2->0,VRADA,0.46670218430000004
wisdm:7->30,CoDATS,0.4390243902
mfd:0->3,Raincoat,0.4439511654
miniTimeMatch:AT1->FR2,InceptionCDAN,0.9306999307
sleepStage:16->1,InceptionCDAN,0.48034934500000004
mfd:1->2,Raincoat,0.7158712542
miniTimeMatch:FR2->FR1,Inception,0.6226611227000001
wisdm:1->5,Inception,0.347826087
har:6->23,InceptionSASA,0.7232142857
ptbXLecg:0->2,InceptionSASA,0.5340314136000001
har:7->13,SASA,0.7676767677
mfd:0->1,CoTMix,0.5649278579
sleepStage:12->5,InceptionCDAN,0.7673611111
miniTimeMatch:FR2->DK1,VRADA,0.4585932086
wisdm:27->3,InceptionRain,0.7758620690000001
mfd:0->1,InceptionMix,0.5549389567
wisdm:3->5,Inception,0.4130434783
sportsActivities:p4->p2,CoDATS,0.7587719298000001
wisdm:7->30,InceptionSASA,0.1463414634
miniTimeMatch:AT1->FR2,InceptionDANN,0.9133749134
miniTimeMatch:FR1->FR2,InceptionDANN,0.8830561331000001
hhar:c->d,InceptionCDAN,0.6192411924
sportsActivities:p8->p1,Inception,0.4780701754
cwrBearing:3->0,OTDA,0.7091102824000001
har:12->16,InceptionRain,0.6363636364
OnHWeq:OnHW_equations_R->OnHW_equations_L,OTDA,0.4309978769
mfd:1->2,InceptionSASA,0.4983351831
sleepStage:16->1,InceptionSASA,0.5021834061
ptbXLecg:0->1,VRADA,0.5868392665000001
OnHWeq:OnHW_equations_L->OnHW_equations_R,CoTMix,0.39317245440000004
mfd:0->1,InceptionSASA,0.5205327414
hhar:g->h,InceptionMix,0.6662531017000001
sportsActivities:p5->p4,CoDATS,0.5394736842
wisdm:27->3,CoDATS,0.7931034483
ford:FordB->FordA,CoDATS,0.8765151515
cwrBearing:2->0,SASA,0.6142781034
ptbXLecg:0->1,Raincoat,0.6591154261000001
cwrBearing:1->3,InceptionSASA,0.7690206789
ford:FordA->FordB,VRADA,0.5
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionRain,0.5398974186000001
ford:FordB->FordA,InceptionRain,0.8840909091
cwrBearing:1->3,OTDA,0.8092079594
sleepStage:9->14,VRADA,0.4548551959
mfd:0->1,InceptionCDAN,0.4683684795
har:23->6,Inception,0.2755102041
miniTimeMatch:FR2->DK1,OTDA,0.4391891892
hhar:a->b,InceptionSASA,0.4199759326
sportsActivities:p7->p3,CoTMix,0.2543859649
sleepStage:12->5,InceptionSASA,0.48958333330000003
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionMix,0.5468763138
ford:FordA->FordB,OTDA,0.475308642
ptbXLecg:2->1,Raincoat,0.5167206041
cwrBearing:0->3,InceptionRain,0.7019118221
OnHWeq:OnHW_equations_R->OnHW_equations_L,InceptionCDAN,0.49150743100000005
mfd:0->3,CoDATS,0.4539400666
mfd:0->3,OTDA,0.4850166482
miniTimeMatch:AT1->FR2,InceptionMix,0.1401593902
ptbXLecg:0->2,SASA,0.5536649215
sleepStage:0->11,InceptionCDAN,0.6531791908
ultrasoundMuscleContraction:subject5->subject4,InceptionRain,0.50975
ptbXLecg:2->1,InceptionDANN,0.7001078749
wisdm:21->31,CoDATS,0.4225352113
hhar:a->b,InceptionRain,0.46209386280000003
sportsActivities:p7->p3,SASA,0.2543859649
ptbXLecg:2->1,CoDATS,0.5825242718
mfd:1->3,CoDATS,0.9467258602
hhar:h->g,Inception,0.5146699267
sleepStage:7->18,Raincoat,0.7720848057
wisdm:7->30,VRADA,0.1463414634
wisdm:5->1,InceptionDANN,0.5833333333
miniTimeMatch:FR2->DK1,Inception,0.588011088
sportsActivities:p5->p6,Inception,0.4385964912
har:2->11,SASA,0.5157894737000001
ptbXLecg:0->2,OTDA,0.5130890052
ultrasoundMuscleContraction:subject3->subject5,Raincoat,0.359
hhar:i->a,InceptionRain,0.6461126005000001
cwrBearing:1->3,Raincoat,0.9215762778000001
hhar:g->h,SASA,0.42928039700000004
sportsActivities:p1->p8,InceptionRain,0.5263157895
cwrBearing:0->1,InceptionRain,0.8996031746
ptbXLecg:0->1,InceptionDANN,0.6073354908
sleepStage:0->11,Inception,0.49518304430000004
miniTimeMatch:DK1->FR1,InceptionCDAN,0.7134442134
ptbXLecg:0->2,InceptionRain,0.6701570681
hhar:i->a,InceptionDANN,0.5951742627000001
har:6->23,VRADA,0.5803571429000001
miniTimeMatch:DK1->FR1,InceptionMix,0.1401593902
mfd:0->3,Inception,0.5183129856
wisdm:7->30,InceptionRain,0.0
hhar:c->d,VRADA,0.5636856369000001
mfd:3->0,Inception,0.41620421750000003
ultrasoundMuscleContraction:subject3->subject5,OTDA,0.438
mfd:1->0,Inception,0.2630410655
OnHWeq:OnHW_equations_L->OnHW_equations_R,Inception,0.4226856134
ultrasoundMuscleContraction:subject5->subject4,CoTMix,0.561
cwrBearing:1->3,CoDATS,0.8677331252
sleepStage:0->11,CoTMix,0.5741811175
har:9->18,VRADA,0.5909090909
sleepStage:5->12,Inception,0.5484400657
har:9->18,SASA,0.5454545455
ford:FordB->FordA,InceptionCDAN,0.8416666667
wisdm:27->3,SASA,0.2586206897
sportsActivities:p5->p4,InceptionMix,0.0526315789
cwrBearing:1->3,InceptionMix,0.8603199376
miniTimeMatch:DK1->FR1,InceptionDANN,0.7959112959
har:6->23,InceptionDANN,0.8392857143
miniTimeMatch:FR1->AT1,SASA,0.43503118500000004
miniTimeMatch:DK1->FR1,CoTMix,0.5013860014
har:7->13,InceptionCDAN,0.8181818182
har:7->13,InceptionDANN,0.8888888889000001
wisdm:27->3,OTDA,0.2931034483
miniTimeMatch:FR1->AT1,VRADA,0.5448717949
har:9->18,InceptionDANN,0.8181818182
sportsActivities:p7->p3,Raincoat,0.4078947368
hhar:g->h,InceptionCDAN,0.39081885860000004
ford:FordA->FordB,Inception,0.8456790123
miniTimeMatch:AT1->FR2,CoTMix,0.6380803881
ptbXLecg:2->1,SASA,0.5943905070000001
cwrBearing:0->1,Raincoat,0.730952381
ultrasoundMuscleContraction:subject3->subject5,InceptionMix,0.516
wisdm:7->30,SASA,0.3902439024
cwrBearing:3->0,Inception,0.8492274907
sportsActivities:p1->p8,Inception,0.5043859649
har:2->11,InceptionMix,0.6210526316
har:2->11,CoDATS,0.8315789474
hhar:i->a,CoDATS,0.5107238606
ultrasoundMuscleContraction:subject3->subject5,InceptionDANN,0.5055000000000001
sportsActivities:p1->p8,OTDA,0.5570175439
cwrBearing:0->1,SASA,0.6436507937
ptbXLecg:1->3,InceptionCDAN,0.5844155844000001
sportsActivities:p7->p3,InceptionRain,0.6271929825
cwrBearing:1->3,CoTMix,0.8002341007
ultrasoundMuscleContraction:subject2->subject7,CoDATS,0.4435
har:2->11,OTDA,0.8526315789000001
sleepStage:16->1,OTDA,0.5342066958
ultrasoundMuscleContraction:subject1->subject8,VRADA,0.581
ptbXLecg:0->1,InceptionMix,0.6105717368
