dataset_name,classifier_name,accuracy
hhar:a->b,Inception,0.5403128761
har:2->11,Raincoat,0.8526315789000001
ultrasoundMuscleContraction:subject3->subject5,CoTMix,0.718
har:12->16,InceptionCDAN,0.6181818182000001
mfd:1->3,Raincoat,0.9966703663
ptbXLecg:1->3,VRADA,0.5584415584
cwrBearing:2->0,Raincoat,0.8966435802
sportsActivities:p7->p3,VRADA,0.3464912281
hhar:a->i,Inception,0.4779499404
sleepStage:12->5,OTDA,0.2413194444
cwrBearing:3->0,VRADA,0.4922749068
ptbXLecg:2->1,InceptionRain,0.6634304207
mfd:0->3,CoTMix,0.5316315205000001
sleepStage:7->18,InceptionCDAN,0.8021201413
miniTimeMatch:FR1->AT1,InceptionRain,0.9495841996000001
miniTimeMatch:FR2->DK1,InceptionDANN,0.8283090783
cwrBearing:2->0,VRADA,0.5045285029000001
wisdm:7->30,CoDATS,0.5365853659
mfd:0->3,Raincoat,0.4539400666
miniTimeMatch:AT1->FR2,InceptionCDAN,0.9182259182
sleepStage:16->1,InceptionCDAN,0.5531295488
mfd:1->2,Raincoat,0.7447280799
miniTimeMatch:FR2->FR1,Inception,0.6602564103
wisdm:1->5,Inception,0.2826086957
har:6->23,InceptionSASA,0.6964285714
ptbXLecg:0->2,InceptionSASA,0.5536649215
har:7->13,SASA,0.7070707071
mfd:0->1,CoTMix,0.5549389567
sleepStage:12->5,InceptionCDAN,0.8611111111
miniTimeMatch:FR2->DK1,VRADA,0.46898821900000004
wisdm:27->3,InceptionRain,0.8103448276
mfd:0->1,InceptionMix,0.5726970033000001
wisdm:3->5,Inception,0.8043478261
sportsActivities:p4->p2,CoDATS,0.6315789474
wisdm:7->30,InceptionSASA,0.1463414634
miniTimeMatch:AT1->FR2,InceptionDANN,0.8877338877000001
miniTimeMatch:FR1->FR2,InceptionDANN,0.8801108801
hhar:c->d,InceptionCDAN,0.4742547425
sportsActivities:p8->p1,Inception,0.5350877193
cwrBearing:3->0,OTDA,0.7091102824000001
har:12->16,InceptionRain,0.7909090909000001
OnHWeq:OnHW_equations_R->OnHW_equations_L,OTDA,0.4309978769
mfd:1->2,InceptionSASA,0.5160932297
sleepStage:16->1,InceptionSASA,0.4876273654
ptbXLecg:0->1,VRADA,0.6051779935
OnHWeq:OnHW_equations_L->OnHW_equations_R,CoTMix,0.3570167325
mfd:0->1,InceptionSASA,0.4583795782
hhar:g->h,InceptionMix,0.5607940447
sportsActivities:p5->p4,CoDATS,0.7938596491000001
wisdm:27->3,CoDATS,0.6206896552
ford:FordB->FordA,CoDATS,0.4840909091
cwrBearing:2->0,SASA,0.5641981886
ptbXLecg:0->1,Raincoat,0.5836030205
cwrBearing:1->3,InceptionSASA,0.7374170893
ford:FordA->FordB,VRADA,0.5061728395
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionRain,0.5124863365
ford:FordB->FordA,InceptionRain,0.49242424240000005
cwrBearing:1->3,OTDA,0.7163480297
sleepStage:9->14,VRADA,0.5519591141
mfd:0->1,InceptionCDAN,0.4550499445
har:23->6,Inception,0.387755102
miniTimeMatch:FR2->DK1,OTDA,0.4478516979
hhar:a->b,InceptionSASA,0.38146811070000003
sportsActivities:p7->p3,CoTMix,0.2192982456
sleepStage:12->5,InceptionSASA,0.3715277778
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionMix,0.5218195577
ford:FordA->FordB,OTDA,0.49382716050000003
ptbXLecg:2->1,Raincoat,0.5048543689
cwrBearing:0->3,InceptionRain,0.6843542723
OnHWeq:OnHW_equations_R->OnHW_equations_L,InceptionCDAN,0.4941613588
mfd:0->3,CoDATS,0.4539400666
mfd:0->3,OTDA,0.4761376249
miniTimeMatch:AT1->FR2,InceptionMix,0.1401593902
ptbXLecg:0->2,SASA,0.5759162304000001
sleepStage:0->11,InceptionCDAN,0.570327553
ultrasoundMuscleContraction:subject5->subject4,InceptionRain,0.5132500000000001
ptbXLecg:2->1,InceptionDANN,0.6094929881000001
wisdm:21->31,CoDATS,0.5774647887000001
hhar:a->b,InceptionRain,0.6161251504
sportsActivities:p7->p3,SASA,0.2412280702
ptbXLecg:2->1,CoDATS,0.5846817691
mfd:1->3,CoDATS,0.9511653718
hhar:h->g,Inception,0.4792176039
sleepStage:7->18,Raincoat,0.777385159
wisdm:7->30,VRADA,0.48780487800000005
wisdm:5->1,InceptionDANN,0.10416666670000001
miniTimeMatch:FR2->DK1,Inception,0.2919265419
sportsActivities:p5->p6,Inception,0.36403508770000004
har:2->11,SASA,0.6736842105
ptbXLecg:0->2,OTDA,0.5130890052
ultrasoundMuscleContraction:subject3->subject5,Raincoat,0.515
hhar:i->a,InceptionRain,0.4825737265
cwrBearing:1->3,Raincoat,0.9328911432
hhar:g->h,SASA,0.4193548387
sportsActivities:p1->p8,InceptionRain,0.4780701754
cwrBearing:0->1,InceptionRain,0.8801587302
ptbXLecg:0->1,InceptionDANN,0.6440129450000001
sleepStage:0->11,Inception,0.4662813102
miniTimeMatch:DK1->FR1,InceptionCDAN,0.6928274428
ptbXLecg:0->2,InceptionRain,0.6544502618
hhar:i->a,InceptionDANN,0.5
har:6->23,VRADA,0.6875
miniTimeMatch:DK1->FR1,InceptionMix,0.6632016632000001
mfd:0->3,Inception,0.5227524972
wisdm:7->30,InceptionRain,0.6341463415
hhar:c->d,VRADA,0.5121951220000001
mfd:3->0,Inception,0.2774694784
ultrasoundMuscleContraction:subject3->subject5,OTDA,0.641
mfd:1->0,Inception,0.3385127636
OnHWeq:OnHW_equations_L->OnHW_equations_R,Inception,0.3890523838
ultrasoundMuscleContraction:subject5->subject4,CoTMix,0.42225
cwrBearing:1->3,CoDATS,0.8720249707000001
sleepStage:0->11,CoTMix,0.48940269750000004
har:9->18,VRADA,0.5363636364000001
sleepStage:5->12,Inception,0.6141215107
har:9->18,SASA,0.5272727273
ford:FordB->FordA,InceptionCDAN,0.5159090909
wisdm:27->3,SASA,0.3103448276
sportsActivities:p5->p4,InceptionMix,0.0526315789
cwrBearing:1->3,InceptionMix,0.8665626219
miniTimeMatch:DK1->FR1,InceptionDANN,0.7411642412
har:6->23,InceptionDANN,0.8660714286000001
miniTimeMatch:FR1->AT1,SASA,0.43503118500000004
miniTimeMatch:DK1->FR1,CoTMix,0.47037422040000004
har:7->13,InceptionCDAN,0.8888888889000001
har:7->13,InceptionDANN,0.8282828283
wisdm:27->3,OTDA,0.3103448276
miniTimeMatch:FR1->AT1,VRADA,0.4352044352
har:9->18,InceptionDANN,0.9181818182
sportsActivities:p7->p3,Raincoat,0.5964912281
hhar:g->h,InceptionCDAN,0.4205955335
ford:FordA->FordB,Inception,0.7962962963
miniTimeMatch:AT1->FR2,CoTMix,0.5013860014
ptbXLecg:2->1,SASA,0.526429342
cwrBearing:0->1,Raincoat,0.8682539683
ultrasoundMuscleContraction:subject3->subject5,InceptionMix,0.4645
wisdm:7->30,SASA,0.1951219512
cwrBearing:3->0,Inception,0.7671816729000001
sportsActivities:p1->p8,Inception,0.4956140351
har:2->11,InceptionMix,0.8526315789000001
har:2->11,CoDATS,0.6631578947
hhar:i->a,CoDATS,0.6796246649000001
ultrasoundMuscleContraction:subject3->subject5,InceptionDANN,0.641
sportsActivities:p1->p8,OTDA,0.5307017544
cwrBearing:0->1,SASA,0.49087301590000004
ptbXLecg:1->3,InceptionCDAN,0.6103896104000001
sportsActivities:p7->p3,InceptionRain,0.4342105263
cwrBearing:1->3,CoTMix,0.6398751463
ultrasoundMuscleContraction:subject2->subject7,CoDATS,0.4605
har:2->11,OTDA,0.8947368421
sleepStage:16->1,OTDA,0.5342066958
ultrasoundMuscleContraction:subject1->subject8,VRADA,0.581
ptbXLecg:0->1,InceptionMix,0.5943905070000001
