dataset_name,classifier_name,accuracy
hhar:a->b,Inception,0.6365824308
har:2->11,Raincoat,0.8315789474
ultrasoundMuscleContraction:subject3->subject5,CoTMix,0.7935
har:12->16,InceptionCDAN,0.8181818182
mfd:1->3,Raincoat,0.974472808
ptbXLecg:1->3,VRADA,0.5454545455
cwrBearing:2->0,Raincoat,0.915290357
sportsActivities:p7->p3,VRADA,0.4780701754
hhar:a->i,Inception,0.4886769964
sleepStage:12->5,OTDA,0.4340277778
cwrBearing:3->0,VRADA,0.08897176350000001
ptbXLecg:2->1,InceptionRain,0.6850053937
mfd:0->3,CoTMix,0.5860155383
sleepStage:7->18,InceptionCDAN,0.7862190813000001
miniTimeMatch:FR1->AT1,InceptionRain,0.9573804574
miniTimeMatch:FR2->DK1,InceptionDANN,0.8546431046
cwrBearing:2->0,VRADA,0.5498135322000001
wisdm:7->30,CoDATS,0.48780487800000005
mfd:0->3,Raincoat,0.5804661487
miniTimeMatch:AT1->FR2,InceptionCDAN,0.9279279279
sleepStage:16->1,InceptionCDAN,0.8064046579
mfd:1->2,Raincoat,0.9078801332
miniTimeMatch:FR2->FR1,Inception,0.8700623701
wisdm:1->5,Inception,0.4130434783
har:6->23,InceptionSASA,0.7053571429000001
ptbXLecg:0->2,InceptionSASA,0.5392670157
har:7->13,SASA,0.7676767677
mfd:0->1,CoTMix,0.6115427303000001
sleepStage:12->5,InceptionCDAN,0.8315972222
miniTimeMatch:FR2->DK1,VRADA,0.5038115038000001
wisdm:27->3,InceptionRain,0.7586206897000001
mfd:0->1,InceptionMix,0.7791342952
wisdm:3->5,Inception,0.4130434783
sportsActivities:p4->p2,CoDATS,0.8508771930000001
wisdm:7->30,InceptionSASA,0.2195121951
miniTimeMatch:AT1->FR2,InceptionDANN,0.9305266805
miniTimeMatch:FR1->FR2,InceptionDANN,0.9492376992
hhar:c->d,InceptionCDAN,0.6910569106000001
sportsActivities:p8->p1,Inception,0.6228070175
cwrBearing:3->0,OTDA,0.7325519446000001
har:12->16,InceptionRain,0.7727272727000001
OnHWeq:OnHW_equations_R->OnHW_equations_L,OTDA,0.4309978769
mfd:1->2,InceptionSASA,0.4938956715
sleepStage:16->1,InceptionSASA,0.5181950509000001
ptbXLecg:0->1,VRADA,0.6008629989000001
OnHWeq:OnHW_equations_L->OnHW_equations_R,CoTMix,0.4407634743
mfd:0->1,InceptionSASA,0.5072142064
hhar:g->h,InceptionMix,0.9168734491
sportsActivities:p5->p4,CoDATS,0.8859649123000001
wisdm:27->3,CoDATS,0.6896551724000001
ford:FordB->FordA,CoDATS,0.8924242424000001
cwrBearing:2->0,SASA,0.5881726159
ptbXLecg:0->1,Raincoat,0.6569579288
cwrBearing:1->3,InceptionSASA,0.7744830277
ford:FordA->FordB,VRADA,0.5
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionRain,0.6767846632
ford:FordB->FordA,InceptionRain,0.9060606061
cwrBearing:1->3,OTDA,0.8248146703
sleepStage:9->14,VRADA,0.5247018739
mfd:0->1,InceptionCDAN,0.6703662597000001
har:23->6,Inception,0.612244898
miniTimeMatch:FR2->DK1,OTDA,0.4391891892
hhar:a->b,InceptionSASA,0.4199759326
sportsActivities:p7->p3,CoTMix,0.25
sleepStage:12->5,InceptionSASA,0.4288194444
OnHWeq:OnHW_equations_L->OnHW_equations_R,InceptionMix,0.5398133356
ford:FordA->FordB,OTDA,0.5617283951
ptbXLecg:2->1,Raincoat,0.6051779935
cwrBearing:0->3,InceptionRain,0.8396410456000001
OnHWeq:OnHW_equations_R->OnHW_equations_L,InceptionCDAN,0.4920382166
mfd:0->3,CoDATS,0.6859045505
mfd:0->3,OTDA,0.448390677
miniTimeMatch:AT1->FR2,InceptionMix,0.1401593902
ptbXLecg:0->2,SASA,0.5562827225
sleepStage:0->11,InceptionCDAN,0.8246628131
ultrasoundMuscleContraction:subject5->subject4,InceptionRain,0.5567500000000001
ptbXLecg:2->1,InceptionDANN,0.6925566343
wisdm:21->31,CoDATS,0.7605633803
hhar:a->b,InceptionRain,0.6028880866
sportsActivities:p7->p3,SASA,0.22807017540000002
ptbXLecg:2->1,CoDATS,0.6537216828
mfd:1->3,CoDATS,0.9889012209
hhar:h->g,Inception,0.6026894866
sleepStage:7->18,Raincoat,0.7738515901
wisdm:7->30,VRADA,0.48780487800000005
wisdm:5->1,InceptionDANN,0.7916666667000001
miniTimeMatch:FR2->DK1,Inception,0.6041233541000001
sportsActivities:p5->p6,Inception,0.6228070175
har:2->11,SASA,0.8210526316000001
ptbXLecg:0->2,OTDA,0.5143979058
ultrasoundMuscleContraction:subject3->subject5,Raincoat,0.67
hhar:i->a,InceptionRain,0.6648793566
cwrBearing:1->3,Raincoat,0.9219664456000001
hhar:g->h,SASA,0.4987593052
sportsActivities:p1->p8,InceptionRain,0.6315789474
cwrBearing:0->1,InceptionRain,0.8992063492000001
ptbXLecg:0->1,InceptionDANN,0.7001078749
sleepStage:0->11,Inception,0.5260115607
miniTimeMatch:DK1->FR1,InceptionCDAN,0.8296950797
ptbXLecg:0->2,InceptionRain,0.6295811518000001
hhar:i->a,InceptionDANN,0.7761394102
har:6->23,VRADA,0.6607142857
miniTimeMatch:DK1->FR1,InceptionMix,0.6131323631000001
mfd:0->3,Inception,0.4950055494
wisdm:7->30,InceptionRain,0.5121951220000001
hhar:c->d,VRADA,0.581300813
mfd:3->0,Inception,0.7480577137000001
ultrasoundMuscleContraction:subject3->subject5,OTDA,0.641
mfd:1->0,Inception,0.4794672586
OnHWeq:OnHW_equations_L->OnHW_equations_R,Inception,0.43740015130000004
ultrasoundMuscleContraction:subject5->subject4,CoTMix,0.5295
cwrBearing:1->3,CoDATS,0.8946547015
sleepStage:0->11,CoTMix,0.6493256262
har:9->18,VRADA,0.6090909091000001
sleepStage:5->12,Inception,0.6683087028
har:9->18,SASA,0.5363636364000001
ford:FordB->FordA,InceptionCDAN,0.9060606061
wisdm:27->3,SASA,0.41379310340000003
sportsActivities:p5->p4,InceptionMix,0.0526315789
cwrBearing:1->3,InceptionMix,0.8962153726000001
miniTimeMatch:DK1->FR1,InceptionDANN,0.7794525295
har:6->23,InceptionDANN,0.8928571429000001
miniTimeMatch:FR1->AT1,SASA,0.4388426888
miniTimeMatch:DK1->FR1,CoTMix,0.5285862786000001
har:7->13,InceptionCDAN,0.9090909091
har:7->13,InceptionDANN,0.898989899
wisdm:27->3,OTDA,0.3620689655
miniTimeMatch:FR1->AT1,VRADA,0.5398475398
har:9->18,InceptionDANN,0.7636363636
sportsActivities:p7->p3,Raincoat,0.7675438596
hhar:g->h,InceptionCDAN,0.7121588089
ford:FordA->FordB,Inception,0.8086419753
miniTimeMatch:AT1->FR2,CoTMix,0.4968814969
ptbXLecg:2->1,SASA,0.6008629989000001
cwrBearing:0->1,Raincoat,0.9031746032
ultrasoundMuscleContraction:subject3->subject5,InceptionMix,0.47750000000000004
wisdm:7->30,SASA,0.48780487800000005
cwrBearing:3->0,Inception,0.8913159297000001
sportsActivities:p1->p8,Inception,0.5263157895
har:2->11,InceptionMix,0.6421052632
har:2->11,CoDATS,1.0
hhar:i->a,CoDATS,0.7774798928000001
ultrasoundMuscleContraction:subject3->subject5,InceptionDANN,0.641
sportsActivities:p1->p8,OTDA,0.5307017544
cwrBearing:0->1,SASA,0.6130952381
ptbXLecg:1->3,InceptionCDAN,0.6883116883
sportsActivities:p7->p3,InceptionRain,0.7105263158
cwrBearing:1->3,CoTMix,0.8927038627
ultrasoundMuscleContraction:subject2->subject7,CoDATS,0.7827500000000001
har:2->11,OTDA,0.8736842105
sleepStage:16->1,OTDA,0.5342066958
ultrasoundMuscleContraction:subject1->subject8,VRADA,0.581
ptbXLecg:0->1,InceptionMix,0.6947141316000001
